ID,Label,Elevation (Ground) (m),Elevation (Rim) (m),X (m),Y (m),Bolted Cover?,Elevation (Invert) (m),Flow (Total In) (m³/h),Flow (Total Out) (m³/h),Hydraulic Grade Line (Out) (m),Hydraulic Grade Line (In) (m),Sanitary Loads,Notes,Population (Local Sanitary) (Capita),Is Active?,MH BY YG
2365,MH1662,121.58,121.58,164252.85,581301.13,FALSE,118.17,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4532,MH1663,122.71,122.71,162844.26,580946.25,FALSE,118.22,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1518,MH1664,120.31,120.31,163690.08,581176.19,FALSE,118.31,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1498,MH1665,120.01,120.01,163654.44,581210.25,FALSE,118.36,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4531,MH1666,120.65,120.65,162783.88,580922.48,FALSE,118.38,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1519,MH1667,120.3,120.3,163692.68,581173.82,FALSE,118.45,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1516,MH1668,120.22,120.22,163691.13,581180.16,FALSE,118.47,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2523,MH1669,121.36,121.36,163204.8,580885.83,FALSE,118.54,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1423,MH1670,120.38,120.38,163718.36,581302.83,FALSE,118.56,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1526,MH1671,120.84,120.84,163695.5,581162.06,FALSE,118.59,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4530,MH1672,121.29,121.29,162723.17,580898.56,FALSE,118.59,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1525,MH1673,120.73,120.73,163681.3,581146.69,FALSE,118.66,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1497,MH1674,120.24,120.24,163645.93,581202.48,FALSE,118.68,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1496,MH1675,120.26,120.26,163641.4,581200.67,FALSE,118.72,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2656,MH1676,121.62,121.62,163207.1,580872.75,FALSE,118.79,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4529,MH1677,121.22,121.22,162663.31,580875.16,FALSE,118.79,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
418,MH1678,128.01,128.01,164031.92,580432.17,FALSE,118.84,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3539,MH1679,121.47,121.47,164249.62,581243.28,FALSE,118.84,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1495,MH1680,120.45,120.45,163627.36,581195.14,FALSE,118.94,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2345,MH1681,121.46,121.46,163957.27,581190.34,FALSE,118.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4528,MH1682,121.32,121.32,162602.71,580850.24,FALSE,118.98,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
5060,MH1683,131.5,131.5,165654.31,580319.2,FALSE,119,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1371,MH1684,122.34,122.34,163211.97,580822.93,FALSE,119.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1523,MH1685,121.13,121.13,163693.28,581116.74,FALSE,119.1,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1494,MH1686,120.58,120.58,163610.05,581188.51,FALSE,119.12,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1520,MH1687,121.06,121.06,163697.46,581105.41,FALSE,119.13,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1301,MH1688,121.23,121.23,163700.99,581097.21,FALSE,119.16,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1421,MH1689,120.42,120.42,163524.29,581225.58,FALSE,119.16,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1372,MH1690,122.62,122.62,163195.05,580821.57,FALSE,119.17,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4527,MH1691,121.16,121.16,162541.03,580828.56,FALSE,119.17,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1517,MH1692,120.67,120.67,163687.66,581178.98,FALSE,119.18,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1299,MH1693,121.26,121.26,163702.38,581093.62,FALSE,119.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1410,MH1694,120.54,120.54,163276.49,580992.26,FALSE,119.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2364,MH1695,121.93,121.93,164253.79,581219.03,FALSE,119.21,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1409,MH1696,120.84,120.84,163292.05,581023.14,FALSE,119.22,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1300,MH1697,121.24,121.24,163708.81,581095.42,FALSE,119.23,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1514,MH1698,120.57,120.57,163650.55,581160.4,FALSE,119.26,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1370,MH1699,122.44,122.44,163212.34,580818.88,FALSE,119.28,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1419,MH1700,122.9,122.9,163387.01,581172.51,FALSE,119.29,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2363,MH1701,121.74,121.74,164264.55,581194.75,FALSE,119.3,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1493,MH1702,120.65,120.65,163594.16,581182.54,FALSE,119.35,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4526,MH1703,121.41,121.41,162477.89,580812.79,FALSE,119.35,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2344,MH1704,121.61,121.61,163957.58,581144.95,FALSE,119.46,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1512,MH1705,120.69,120.69,163630.48,581152.65,FALSE,119.49,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1405,MH1706,120.61,120.61,163284.01,580942.17,FALSE,119.51,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4525,MH1707,121.09,121.09,162408.52,580799.24,FALSE,119.56,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2498,MH1708,0,0,163163.16,580819.99,FALSE,119.58,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1489,MH1709,121.45,121.45,163739.19,580999.4,FALSE,119.61,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1374,MH1710,123,123,163192.16,580810.69,FALSE,119.7,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2252,MH1711,122.75,122.75,164269.37,581097.8,FALSE,119.72,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1511,MH1712,120.84,120.84,163613.91,581146.19,FALSE,119.72,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1492,MH1713,120.89,120.89,163575.55,581175.25,FALSE,119.74,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1522,MH1714,120.97,120.97,163729.51,581125.77,FALSE,119.76,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1407,MH1715,120.69,120.69,163283.12,580986,FALSE,119.78,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1408,MH1716,121.25,121.25,163331.89,581038.55,FALSE,119.8,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1364,MH1717,121.72,121.72,163808.58,581012.81,FALSE,119.82,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2499,MH1718,122.56,122.56,163127.58,580820.16,FALSE,119.85,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1406,MH1719,120.69,120.69,163283.93,580971.9,FALSE,119.88,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1488,MH1720,121.55,121.55,163716.49,580989.51,FALSE,119.9,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1487,MH1721,121.31,121.31,163727.82,580990.97,FALSE,119.91,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1510,MH1722,121.05,121.05,163591.12,581137.5,FALSE,119.95,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1521,MH1723,121.06,121.06,163746.81,581130.63,FALSE,119.96,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1375,MH1724,123.25,123.25,163172.64,580802.49,FALSE,120.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1404,MH1725,121.2,121.2,163287.38,580907.67,FALSE,120.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1363,MH1726,121.77,121.77,163813.46,580996.23,FALSE,120.03,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1707,MH1727,121.57,121.57,164257.82,581016.81,FALSE,120.03,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1377,MH1728,122.5,122.5,163104.6,580825.66,FALSE,120.07,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1509,MH1729,121.23,121.23,163573.84,581130.71,FALSE,120.07,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1403,MH1730,121.28,121.28,163288.3,580891.69,FALSE,120.13,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1484,MH1731,121.63,121.63,163689.69,580978.97,FALSE,120.13,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1385,MH1732,121.45,121.45,163300.28,580935.36,FALSE,120.15,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1450,MH1733,121.65,121.65,163669.7,580961.95,FALSE,120.22,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1527,MH1734,121.35,121.35,163767.46,581136.47,FALSE,120.23,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4523,MH1735,122.25,122.25,162422.34,580728.64,FALSE,120.24,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1490,MH1736,121.81,121.81,163368.79,581039.3,FALSE,120.25,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1362,MH1737,121.93,121.93,163817.28,580980.81,FALSE,120.26,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1358,MH1738,121.96,121.96,163841.48,580997.32,FALSE,120.27,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1401,MH1739,121.53,121.53,163290.14,580861.36,FALSE,120.28,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1355,MH1740,122.21,122.21,163825.5,580950.23,FALSE,120.31,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1500,MH1741,121.41,121.41,163356.2,581047.38,FALSE,120.31,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1378,MH1742,122.45,122.45,163065.18,580818.42,FALSE,120.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1386,MH1743,120.98,120.98,163295.53,580975.98,FALSE,120.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1359,MH1744,121.96,121.96,163842.16,581009.61,FALSE,120.33,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1400,MH1745,121.42,121.42,163292.03,580837.51,FALSE,120.34,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1447,MH1746,121.72,121.72,163678.11,580938.24,FALSE,120.34,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1508,MH1747,121.77,121.77,163551.18,581122.15,FALSE,120.37,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1387,MH1748,121.46,121.46,163304.29,580838.07,FALSE,120.38,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
683,MH1749,120.97,120.97,163829.29,581202,FALSE,120.39,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1303,MH1750,121.39,121.39,163765.74,581142.91,FALSE,120.39,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1330,MH1751,122.21,122.21,163874.99,580997.86,FALSE,120.4,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1367,MH1752,121.52,121.52,163286.38,580890.16,FALSE,120.4,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1483,MH1753,121.83,121.83,163670.9,580971.88,FALSE,120.41,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1333,MH1754,122.13,122.13,163891.69,580998.66,FALSE,120.43,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1388,MH1755,121.5,121.5,163313.92,580838.75,FALSE,120.44,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1366,MH1756,121.28,121.28,163304.36,580915.77,FALSE,120.48,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1449,MH1757,121.66,121.66,163673.27,580965.05,FALSE,120.48,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1482,MH1758,121.84,121.84,163654.76,580965.67,FALSE,120.48,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1445,MH1759,121.83,121.83,163685.24,580916.94,FALSE,120.49,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1354,MH1760,122.17,122.17,163827.97,580939.22,FALSE,120.5,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1304,MH1761,121.42,121.42,163764.15,581146.98,FALSE,120.51,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1327,MH1762,121.92,121.92,163896.93,581007.23,FALSE,120.51,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1361,MH1763,122.21,122.21,163840.57,581019.45,FALSE,120.51,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1365,MH1764,121.78,121.78,163302.88,580895.13,FALSE,120.54,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1353,MH1765,122.44,122.44,163833.04,580920.79,FALSE,120.56,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1381,MH1766,121.51,121.51,163301.5,580860.3,FALSE,120.57,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1399,MH1767,121.95,121.95,163294.33,580797.77,FALSE,120.57,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1528,MH1768,121.62,121.62,163756.54,581180.34,FALSE,120.57,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1334,MH1769,122.4,122.4,163918.87,580999.74,FALSE,120.59,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1326,MH1770,122.2,122.2,163903.48,581017.97,FALSE,120.6,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1444,MH1771,121.86,121.86,163689.49,580902.33,FALSE,120.6,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1451,MH1772,121.97,121.97,163652.82,580957.22,FALSE,120.62,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1389,MH1773,121.7,121.7,163335.01,580840,FALSE,120.63,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2263,MH1774,123.38,123.38,164248.7,580952.27,FALSE,120.65,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
684,MH1775,121.34,121.34,163833.06,581195.01,FALSE,120.66,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1352,MH1776,122.5,122.5,163837.35,580906.17,FALSE,120.67,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1338,MH1777,122.13,122.13,163950.63,581000.67,FALSE,120.7,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1485,MH1778,121.53,121.53,163717.63,580979.71,FALSE,120.7,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1383,MH1779,121.92,121.92,163306.34,580886.26,FALSE,120.73,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1452,MH1780,122,122,163627.76,580947.69,FALSE,120.73,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1392,MH1781,121.83,121.83,163360.93,580846.49,FALSE,120.75,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1264,MH1782,123.55,123.55,163212.76,580662.96,FALSE,120.77,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1339,MH1783,122.24,122.24,163963.85,581001.12,FALSE,120.78,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1382,MH1784,121.8,121.8,163307.98,580885.8,FALSE,120.79,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1351,MH1785,122.86,122.86,163824.69,580904.94,FALSE,120.84,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1398,MH1786,122.15,122.15,163296.22,580771.16,FALSE,120.85,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1442,MH1787,121.97,121.97,163695.55,580874.17,FALSE,120.85,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1390,MH1788,121.91,121.91,163339.39,580838.42,FALSE,120.88,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1340,MH1789,122.04,122.04,163988.72,581002.17,FALSE,120.89,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1332,MH1790,122.13,122.13,163891.96,580992.36,FALSE,120.9,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1373,MH1791,123.08,123.08,163172.41,580801.1,FALSE,120.9,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1453,MH1792,122.11,122.11,163606.7,580939.29,FALSE,120.92,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1319,MH1793,122.75,122.75,163796.31,580902.93,FALSE,120.94,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1440,MH1794,121.98,121.98,163696.47,580868.96,FALSE,120.95,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1341,MH1795,122.37,122.37,164013.96,581002.68,FALSE,120.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1393,MH1796,121.93,121.93,163360.41,580853.56,FALSE,120.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1443,MH1797,122.03,122.03,163693.05,580897.21,FALSE,120.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1469,MH1798,122.04,122.04,163384.54,580854.98,FALSE,120.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1397,MH1799,122.24,122.24,163297.28,580758.3,FALSE,120.98,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1501,MH1800,122.11,122.11,163379.5,581056.52,FALSE,120.98,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1454,MH1801,122.2,122.2,163590.56,580933.28,FALSE,120.99,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1486,MH1802,121.44,121.44,163730.63,580983.66,FALSE,121,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1455,MH1803,122.25,122.25,163583.51,580930.79,FALSE,121.01,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1438,MH1804,122.12,122.12,163699.68,580843.18,FALSE,121.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1337,MH1805,122.5,122.5,163951.17,580982.97,FALSE,121.03,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1712,MH1806,122.41,122.41,164063.96,581004.56,FALSE,121.03,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2264,MH1807,123.59,123.59,164240.2,580910.49,FALSE,121.04,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1331,MH1808,122.17,122.17,163904.57,580992.8,FALSE,121.07,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1456,MH1809,122.36,122.36,163567.63,580924.94,FALSE,121.1,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1470,MH1810,122.17,122.17,163407.63,580863.7,FALSE,121.1,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1297,MH1811,122.01,122.01,163392.9,580886.48,FALSE,121.11,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1396,MH1812,122.5,122.5,163321.18,580752.85,FALSE,121.11,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1507,MH1813,122.19,122.19,163534.99,581115.98,FALSE,121.12,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1310,MH1814,122.65,122.65,163847.61,580878.08,FALSE,121.13,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3592,MH1815,133.13,133.13,165497.67,580269.39,FALSE,121.13,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1714,MH1816,122.54,122.54,164091.39,581005.54,FALSE,121.16,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1296,MH1817,122.02,122.02,163405.18,580891.39,FALSE,121.18,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1458,MH1818,122.47,122.47,163556.65,580920.74,FALSE,121.18,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1320,MH1819,122.55,122.55,163785.11,580902.07,FALSE,121.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1499,MH1820,122.6,122.6,163396.98,580970.75,FALSE,121.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1293,MH1821,122.44,122.44,163298.24,580730.96,FALSE,121.21,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1395,MH1822,122.53,122.53,163340.48,580754.88,FALSE,121.21,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4265,MH1823,127.47,127.47,163208.55,580601.76,FALSE,121.23,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1717,MH1824,122.76,122.76,164092.39,580993.28,FALSE,121.24,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1432,MH1825,122.23,122.23,163701.22,580819.57,FALSE,121.25,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1360,MH1826,122.34,122.34,163843.73,581026.87,FALSE,121.26,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1459,MH1827,122.53,122.53,163547.47,580917.28,FALSE,121.26,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1467,MH1828,122.31,122.31,163430.51,580872.46,FALSE,121.26,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1472,MH1829,122.18,122.18,163401.93,580869.7,FALSE,121.27,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1376,MH1830,123.31,123.31,163135.45,580801.75,FALSE,121.28,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1321,MH1831,122.53,122.53,163775.54,580897.73,FALSE,121.29,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1715,MH1832,122.84,122.84,164113.93,581006.39,FALSE,121.3,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1356,MH1833,122.02,122.02,163848.36,580997.14,FALSE,121.31,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1265,MH1834,124.28,124.28,163211.36,580638.68,FALSE,121.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1461,MH1835,122.58,122.58,163536.86,580913.17,FALSE,121.33,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1481,MH1836,122.4,122.4,163599.17,580946.65,FALSE,121.33,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1466,MH1837,122.44,122.44,163454.42,580881.53,FALSE,121.34,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1336,MH1838,122.69,122.69,163955.89,580945.1,FALSE,121.35,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
