ID,Label,Elevation (Ground) (m),Elevation (Rim) (m),X (m),Y (m),Bolted Cover?,Elevation (Invert) (m),Flow (Total In) (m³/h),Flow (Total Out) (m³/h),Hydraulic Grade Line (Out) (m),Hydraulic Grade Line (In) (m),Sanitary Loads,Notes,Population (Local Sanitary) (Capita),Is Active?,MH BY YG
5055,MH2579,133.08,133.08,165793.6,580421.26,FALSE,127.95,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2420,MH2580,129.68,129.68,164785.44,580600.2,FALSE,127.95,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1232,MH2581,129.18,129.18,163435.99,580386.05,FALSE,127.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1655,MH2582,128.7,128.7,163987.24,580376.83,FALSE,127.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3739,MH2583,130.55,130.55,164926.38,580730.58,FALSE,127.97,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4239,MH2584,128.91,128.91,163215.93,580090.29,FALSE,127.98,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1544,MH2585,129.13,129.13,163932.82,580410.66,FALSE,127.99,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3711,MH2586,130.19,130.19,164904.47,580787.65,FALSE,128,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4811,MH2587,134.95,134.95,165874.12,579788.68,FALSE,128.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
5048,MH2588,134.64,134.64,165955.81,580312.56,FALSE,128.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1534,MH2589,128.35,128.35,163912.11,580469.93,FALSE,128.05,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3963,MH2590,130.89,130.89,165351.53,580452.69,FALSE,128.05,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3765,MH2591,130.57,130.57,164881.03,580646.5,FALSE,128.06,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3904,MH2592,130.65,130.65,165159.32,580514,FALSE,128.06,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3714,MH2593,130.41,130.41,164937.13,580809.71,FALSE,128.07,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2150,MH2594,130.91,130.91,164094.64,580316.9,FALSE,128.08,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3738,MH2595,130.55,130.55,164920.98,580726.78,FALSE,128.09,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3918,MH2596,130.6,130.6,165116.94,580535.54,FALSE,128.09,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
410,MH2597,131.45,131.45,163156.89,579894.39,FALSE,128.1,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1117,MH2598,129.58,129.58,163955.53,580350.32,FALSE,128.12,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3745,MH2599,130.27,130.27,164944.82,580784.47,FALSE,128.14,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3914,MH2600,130.85,130.85,165052.23,580538.27,FALSE,128.14,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3927,MH2601,130.99,130.99,165137.04,580391.7,FALSE,128.14,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3951,MH2602,134.83,134.83,165432.14,580322.53,FALSE,128.15,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1218,MH2603,129.6,129.6,163410.43,580441.96,FALSE,128.19,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
409,MH2604,131.61,131.61,163163.22,579890.23,FALSE,128.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
416,MH2605,131.56,131.56,163157.29,579890.98,FALSE,128.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3964,MH2606,131.07,131.07,165370.62,580450.48,FALSE,128.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3884,MH2607,130.37,130.37,165312.75,580586.67,FALSE,128.21,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3987,MH2608,131.15,131.15,165420.85,580600.51,FALSE,128.22,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4814,MH2609,135.38,135.38,165880,579763.9,FALSE,128.22,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4238,MH2610,129.22,129.22,163214.35,580065.49,FALSE,128.23,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3919,MH2611,130.69,130.69,165121.65,580528.8,FALSE,128.24,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3989,MH2612,131.05,131.05,165396.74,580606.08,FALSE,128.24,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
5049,MH2613,135.74,135.74,165976.57,580324.35,FALSE,128.24,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2151,MH2614,131.25,131.25,164088.21,580293.82,FALSE,128.26,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3856,MH2615,130.71,130.71,165014.7,580549.19,FALSE,128.27,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3712,MH2616,130.3,130.3,164920.6,580798.51,FALSE,128.28,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3737,MH2617,130.56,130.56,164906.21,580717.44,FALSE,128.3,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3932,MH2618,0,0,165269.25,580322.11,FALSE,128.3,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2243,MH2619,129.94,129.94,164125.25,580388.42,FALSE,128.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1231,MH2620,129.5,129.5,163442.91,580382.85,FALSE,128.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1558,MH2621,128.56,128.56,163811.66,580540.37,FALSE,128.33,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3965,MH2622,131.1,131.1,165385.75,580448.86,FALSE,128.34,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3913,MH2623,131,131,165062.35,580523.27,FALSE,128.35,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1542,MH2624,129.42,129.42,163926.55,580446.51,FALSE,128.36,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1560,MH2625,129.03,129.03,163811.3,580524.28,FALSE,128.38,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1172,MH2626,129.47,129.47,163073.94,580619.05,FALSE,128.4,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3986,MH2627,131.21,131.21,165433.66,580589.32,FALSE,128.4,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3911,MH2628,131.01,131.01,165064.62,580519.97,FALSE,128.42,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
373,MH2629,131.7,131.7,163199.95,579887.57,FALSE,128.43,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4514,MH2630,131.16,131.16,162534.24,580269.58,FALSE,128.43,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
695,MH2631,132.13,132.13,162619.24,580301.71,FALSE,128.44,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1545,MH2632,129.61,129.61,163905.27,580409.72,FALSE,128.45,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3855,MH2633,130.88,130.88,165000.17,580544.26,FALSE,128.46,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4815,MH2634,135.89,135.89,165886.54,579735.31,FALSE,128.46,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2419,MH2635,130.25,130.25,164782.19,580578.83,FALSE,128.49,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1541,MH2636,129.46,129.46,163896.91,580445.92,FALSE,128.49,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3985,MH2637,131.21,131.21,165437.39,580585.48,FALSE,128.49,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3933,MH2638,133.4,133.4,165244.14,580327.55,FALSE,128.5,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2144,MH2639,131.6,131.6,164081.28,580268.45,FALSE,128.51,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3905,MH2640,131.01,131.01,165119.82,580487.09,FALSE,128.53,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1547,MH2641,129.76,129.76,163898.3,580409.49,FALSE,128.56,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3970,MH2642,131.38,131.38,165413.62,580445.65,FALSE,128.56,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4237,MH2643,129.58,129.58,163212.47,580040.44,FALSE,128.56,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4834,MH2644,134.95,134.95,165956.62,580069.58,FALSE,128.56,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1601,MH2645,129.87,129.87,163730.99,580555.59,FALSE,128.59,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3910,MH2646,131.13,131.13,165074.09,580505.83,FALSE,128.62,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
372,MH2647,132.18,132.18,163231.71,579884.11,FALSE,128.63,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1118,MH2648,130.63,130.63,163955.53,580309.65,FALSE,128.63,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
5050,MH2649,135.01,135.01,166005.66,580358.37,FALSE,128.63,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
322,MH2650,132.34,132.34,163154.68,579851.82,FALSE,128.64,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3984,MH2651,131.38,131.38,165447.23,580573.6,FALSE,128.64,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3885,MH2652,130.77,130.77,165325.74,580568.01,FALSE,128.66,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2143,MH2653,131.74,131.74,164076.3,580256.16,FALSE,128.69,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
370,MH2654,132.03,132.03,163240.27,579886.46,FALSE,128.7,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
689,MH2655,132.52,132.52,162626.53,580270.03,FALSE,128.7,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3926,MH2656,131.53,131.53,165082.7,580399.78,FALSE,128.71,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
691,MH2657,132.58,132.58,162635.92,580272.76,FALSE,128.72,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2074,MH2658,131.7,131.7,164110.64,580282.19,FALSE,128.72,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3909,MH2659,131.2,131.2,165078.87,580499.11,FALSE,128.73,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3971,MH2660,131.57,131.57,165435.19,580443.67,FALSE,128.73,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4002,MH2661,130.99,130.99,165336.1,580496.41,FALSE,128.75,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3966,MH2662,131.64,131.64,165389.32,580463.28,FALSE,128.76,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
367,MH2663,131.97,131.97,163247.68,579892.21,FALSE,128.77,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3897,MH2664,130.94,130.94,165223.63,580490.26,FALSE,128.77,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3934,MH2665,133.79,133.79,165220.22,580323.97,FALSE,128.77,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3983,MH2666,131.43,131.43,165450.13,580567.07,FALSE,128.81,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4816,MH2667,136.63,136.63,165897.07,579692.77,FALSE,128.81,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1061,MH2668,129.76,129.76,164004.54,580326.4,FALSE,128.82,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
692,MH2669,132.68,132.68,162650.46,580275.81,FALSE,128.84,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3850,MH2670,131.07,131.07,164927.17,580599.62,FALSE,128.84,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4836,MH2671,135.21,135.21,165989.45,580100.88,FALSE,128.85,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3908,MH2672,131.32,131.32,165086.68,580487.76,FALSE,128.89,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3972,MH2673,131.72,131.72,165454.74,580446.88,FALSE,128.92,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
693,MH2674,132.79,132.79,162665.75,580279.42,FALSE,128.94,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3886,MH2675,131.07,131.07,165334.53,580555.14,FALSE,128.94,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3853,MH2676,131.52,131.52,164970.7,580524.01,FALSE,128.95,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4236,MH2677,129.99,129.99,163210.63,580015.39,FALSE,128.95,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3907,MH2678,131.35,131.35,165093.28,580458.75,FALSE,128.96,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3991,MH2679,131.39,131.39,165372.18,580589.3,FALSE,128.99,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4873,MH2680,134.43,134.43,165926.35,579928.4,FALSE,129.01,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
5056,MH2681,132.87,132.87,165793.07,580440.75,FALSE,129.01,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2154,MH2682,132.21,132.21,164132.2,580305.15,FALSE,129.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1217,MH2683,130.26,130.26,163421.74,580446.35,FALSE,129.02,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
5051,MH2684,134.01,134.01,166023.37,580402.17,FALSE,129.03,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3967,MH2685,131.75,131.75,165403.81,580474.59,FALSE,129.05,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3982,MH2686,131.58,131.58,165456.24,580547.72,FALSE,129.06,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4050,MH2687,132.61,132.61,164665.3,580442.54,FALSE,129.06,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2141,MH2688,132.23,132.23,164064.28,580218.34,FALSE,129.07,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3973,MH2689,131.78,131.78,165466.23,580454.08,FALSE,129.07,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4817,MH2690,137.26,137.26,165905.99,579656.9,FALSE,129.1,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4837,MH2691,135.48,135.48,166021.15,580131.51,FALSE,129.1,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3936,MH2692,134.44,134.44,165176.8,580321.15,FALSE,129.11,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3852,MH2693,131.67,131.67,164957.17,580521.48,FALSE,129.12,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3925,MH2694,131.84,131.84,165042.94,580404.78,FALSE,129.13,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2418,MH2695,130.73,130.73,164779.3,580560.56,FALSE,129.17,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3981,MH2696,131.61,131.61,165458.34,580539.78,FALSE,129.18,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4235,MH2697,130.21,130.21,163209.53,579998.55,FALSE,129.18,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4000,MH2698,131.65,131.65,165422.45,580550.17,FALSE,129.19,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1551,MH2699,129.78,129.78,163923.98,580373.62,FALSE,129.2,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
700,MH2700,133.05,133.05,162672.25,580251.39,FALSE,129.21,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4838,MH2701,135.59,135.59,166035.47,580144.71,FALSE,129.22,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
366,MH2702,132.14,132.14,163269.08,579885.63,FALSE,129.24,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1550,MH2703,130.31,130.31,163910.91,580372.85,FALSE,129.25,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3999,MH2704,131.64,131.64,165414.66,580544.65,FALSE,129.28,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4233,MH2705,130.32,130.32,163209.02,579990.53,FALSE,129.28,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3974,MH2706,132.04,132.04,165489.91,580469.13,FALSE,129.29,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
794,MH2707,132.43,132.43,164683.52,580451.56,FALSE,129.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
5052,MH2708,134.4,134.4,166023.35,580433.94,FALSE,129.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2155,MH2709,131.98,131.98,164150.75,580323.1,FALSE,129.32,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1230,MH2710,130.26,130.26,163467.17,580371.75,FALSE,129.33,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3980,MH2711,131.68,131.68,165461.7,580527.59,FALSE,129.33,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4874,MH2712,134.8,134.8,165962.84,579921.05,FALSE,129.33,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4818,MH2713,137.83,137.83,165914.44,579624.55,FALSE,129.36,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4809,MH2714,134.73,134.73,165887.1,579810.91,FALSE,129.38,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2142,MH2715,131.83,131.83,164076.89,580252.69,FALSE,129.38,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
362,MH2716,132.32,132.32,163289.56,579878.94,FALSE,129.42,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3975,MH2717,132.28,132.28,165502.31,580461.35,FALSE,129.43,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3937,MH2718,135.21,135.21,165129.29,580321.26,FALSE,129.46,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4839,MH2719,135.86,135.86,166065.68,580173.86,FALSE,129.46,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4051,MH2720,131.84,131.84,164653.05,580442.38,FALSE,129.47,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
704,MH2721,132.63,132.63,162677.89,580222.82,FALSE,129.5,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3851,MH2722,131.72,131.72,164956.05,580504.08,FALSE,129.5,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1062,MH2723,130.63,130.63,163985.65,580309.2,FALSE,129.52,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3976,MH2724,132.29,132.29,165497.19,580452.95,FALSE,129.52,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2156,MH2725,131.56,131.56,164151.73,580347.98,FALSE,129.52,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1754,MH2726,130.99,130.99,164159.64,580388.31,FALSE,129.53,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
363,MH2727,132.38,132.38,163295.46,579877.92,FALSE,129.53,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
365,MH2728,132.23,132.23,163269.85,579881.28,FALSE,129.53,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3922,MH2729,132.07,132.07,165008.67,580409.78,FALSE,129.53,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4232,MH2730,130.6,130.6,163207.11,579965.48,FALSE,129.54,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1119,MH2731,131.61,131.61,163952.83,580269.95,FALSE,129.55,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3978,MH2732,131.86,131.86,165469.75,580509.77,FALSE,129.55,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3969,MH2733,132.07,132.07,165438.18,580497.75,FALSE,129.62,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4512,MH2734,132.4,132.4,162548.31,580206.15,FALSE,129.62,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3998,MH2735,131.87,131.87,165389.2,580526.87,FALSE,129.64,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4819,MH2736,138.45,138.45,165925.75,579587.15,FALSE,129.66,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4840,MH2737,135.97,135.97,166090.6,580197.36,FALSE,129.66,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
753,MH2738,133.37,133.37,162685.01,580194.53,FALSE,129.68,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4875,MH2739,135.21,135.21,166003.91,579918.78,FALSE,129.69,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
358,MH2740,132.61,132.61,163316.36,579871.96,FALSE,129.71,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4231,MH2741,130.79,130.79,163205.78,579944.73,FALSE,129.72,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3569,MH2742,131.63,131.63,163048.96,579770.2,FALSE,129.74,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1549,MH2743,130.75,130.75,163900,580372.49,FALSE,129.75,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1067,MH2744,131.11,131.11,163999.28,580254.22,FALSE,129.76,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3997,MH2745,131.97,131.97,165379.65,580520.45,FALSE,129.77,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
1066,MH2746,131.31,131.31,163999.67,580259.04,FALSE,129.79,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4230,MH2747,130.88,130.88,163205.48,579940.39,FALSE,129.79,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3938,MH2748,136.02,136.02,165083.97,580320.64,FALSE,129.81,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
2417,MH2749,131.31,131.31,164776.17,580539.19,FALSE,129.81,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3977,MH2750,131.99,131.99,165485.29,580486.32,FALSE,129.87,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4808,MH2751,134.88,134.88,165924.35,579815.04,FALSE,129.88,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
4820,MH2752,138.82,138.82,165934.33,579560.95,FALSE,129.88,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
708,MH2753,133.94,133.94,162690.49,580165.82,FALSE,129.89,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
355,MH2754,132.8,132.8,163337.18,579864.36,FALSE,129.9,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
3921,MH2755,132.24,132.24,164970.81,580414.95,FALSE,129.9,(N/A),(N/A),(N/A),(N/A),<Collection: 0 items>,,(N/A),TRUE,
